site	species	year	date	individual	subindividual	patch	period	height_cm	flowers_open	flowers_bud	corolla_height_mm	lip_width_mm	flower_size_mm	spur_length_mm	spur_width_mm	recorder	writer	notes	fruit_number	fruits_small	fruit_notes	Flower_damage	Spur_damage						
Oerup	Dactylorhiza_majalis	2021	19.5.2021	122	NA	D	NA	21.4	17	4	10.23	9.98	NA	9.31	NA	SC_VJ	SC_VJ	NA	1	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	19.5.2021	123	NA	D	NA	22.4	8	2	11.04	8.89	NA	9.37	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	19.5.2021	124	NA	D	NA	24.2	12	9	9.84	8.77	NA	7.65	NA	SC_VJ	SC_VJ	NA	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	19.5.2021	125	NA	D	NA	18.3	10	16	11.21	10.01	NA	8.43	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	19.5.2021	126	NA	D	NA	19.4	12	4	9.27	8.25	NA	10.4	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	19.5.2021	127	NA	D	NA	16.8	11	12	10.88	10.51	NA	8.93	NA	SC_VJ	SC_VJ	NA	0	9	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	19.5.2021	128	NA	D	NA	23.4	11	24	11.59	10.74	NA	10.84	NA	SC_VJ	SC_VJ	NA	5	22	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	129	NA	D	NA	17.3	5	4	13.35	12.87	NA	9.8	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	130	NA	D	NA	17.8	8	5	9.43	8.52	NA	7.62	NA	SC_VJ	SC_VJ	NA	1	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	131	NA	D	NA	21.00	7	13	10.11	9.57	NA	9.84	NA	SC_VJ	SC_VJ	NA	7	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	132	NA	D	NA	13.9	6	7	9.58	8.17	NA	9.32	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	133	NA	D	NA	11.8	8	4	12.44	9.43	NA	10.44	NA	SC_VJ	SC_VJ	NA	0	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	134	NA	D	NA	12.3	10	0	9.65	8.17	NA	9.32	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	135	NA	D	NA	20.2	6	6	10.02	9.76	NA	11.8	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	136	NA	D	NA	20.6	9	3	9.19	12.04	NA	7.84	NA	SC_VJ	SC_VJ	NA	1	3	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	137	NA	D	NA	19.00	10	2	9.85	10.64	NA	10.12	NA	SC_VJ	SC_VJ	NA	3	4	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	138	NA	D	NA	22.00	5	7	9.26	8.47	NA	11.44	NA	SC_VJ	SC_VJ	NA	NA	NA	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	139	NA	D	NA	16.5	6	5	8.69	7.82	NA	9.1	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	140	NA	D	NA	15.3	11	1	10.09	9.52	NA	8.95	NA	SC_VJ	SC_VJ	NA	0	6	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	141	NA	D	NA	15.8	1	19	10.32	10.12	NA	8.45	NA	SC_VJ	SC_VJ	NA	2	7	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	142	NA	D	NA	17.1	14	2	9.19	6.82	NA	8.52	NA	SC_VJ	SC_VJ	Flower_damage	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	143	NA	D	NA	18.7	7	1	11.86	10.94	NA	9.23	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	144	NA	D	NA	19.2	11	3	11.22	8.24	NA	9.03	NA	SC_VJ	SC_VJ	NA	1	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	145	NA	D	NA	19.5	16	10	13.37	10.31	NA	11.24	NA	SC_VJ	SC_VJ	NA	6	5	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	146	NA	D	NA	14.1	10	0	11.73	12.32	NA	7.87	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	147	NA	D	NA	20.4	17	7	11.32	13.13	NA	10.62	NA	SC_VJ	SC_VJ	NA	3	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	148	a	D	NA	22.00	7	4	9.86	11.62	NA	10.65	NA	SC_VJ	SC_VJ	NA	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	148	b	D	NA	21.00	9	2	10.34	10.85	NA	9.54	NA	SC_VJ	SC_VJ	NA	NA	NA	only_one_scored	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	149	NA	D	NA	20.4	10	5	10.93	10.09	NA	8.79	NA	SC_VJ	SC_VJ	NA	5	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	150	NA	D	NA	14.30	12	3	10.64	11.01	NA	10.47	NA	SC_VJ	SC_VJ	NA	2	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	151	NA	D	NA	13.30	6	2	10.43	10.28	NA	9.96	NA	SC_VJ	SC_VJ	NA	1	5	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	152	a	D	NA	20.80	4	13	9.15	8.15	NA	9.4	NA	SC_VJ	SC_VJ	NA	2	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	152	b	D	NA	17.00	0	18	NA	NA	NA	NA	NA	SC_VJ	SC_VJ	NA	NA	NA	only_one_scored	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	153	NA	D	NA	19.80	0	12	10.52	7.8	NA	10.89	NA	SC_VJ	SC_VJ	NA	4	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	154	NA	D	NA	22.70	15	4	10.92	11.43	NA	9.97	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	155	NA	D	NA	17.60	15	1	10.52	9.42	NA	8.75	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	156	NA	D	NA	15.90	7	18	10.83	9.99	NA	10.96	NA	SC_VJ	SC_VJ	NA	0	16	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	157	a	D	NA	20.60	15	0	10.69	9.57	NA	7.38	NA	SC_VJ	SC_VJ	NA	1	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	157	b	D	NA	20.00	15	0	NA	NA	NA	NA	NA	SC_VJ	SC_VJ	NA	NA	NA	only_one_scored	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	158	NA	D	NA	18.40	11	7	9.52	10.54	NA	10.6	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	159	NA	D	NA	21.60	18	4	9.69	10.91	NA	9.72	NA	SC_VJ	SC_VJ	NA	6	5	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	160	NA	D	NA	22.00	4	8	10.51	9.01	NA	11.42	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	161	NA	D	NA	15.00	10	7	11.41	10.3	NA	9.68	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	162	NA	D	NA	12.10	6	16	9.85	11.1	NA	9.37	NA	SC_VJ	SC_VJ	NA	4	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	163	NA	D	NA	22.20	10	9	7.93	8.36	NA	8.93	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	164	NA	D	NA	16.10	6	8	11.32	9.92	NA	10.36	NA	SC_VJ	SC_VJ	NA	4	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	165	NA	D	NA	13.20	11	6	10.12	10.49	NA	10.85	NA	SC_VJ	SC_VJ	NA	5	4	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	166	NA	D	NA	14.10	7	3	9.11	9.5	NA	6.74	NA	SC_VJ	SC_VJ	Flower_damage	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	167	NA	D	NA	12.00	8	10	7.76	4.42	NA	10.57	NA	SC_VJ	SC_VJ	Flower_damage	2	5	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	168	a	D	NA	15.40	13	4	9.13	9.31	NA	11.26	NA	SC_VJ	SC_VJ	NA	0	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	168	b	D	NA	16.40	18	6	NA	NA	NA	NA	NA	SC_VJ	SC_VJ	NA	NA	NA	only_one_scored	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	169	NA	D	NA	18.30	5	9	9.47	9.8	NA	8.87	NA	SC_VJ	SC_VJ	NA	5	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	170	NA	D	NA	21.20	11	9	9.96	8.72	NA	8.42	NA	SC_VJ	SC_VJ	NA	1	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	171	NA	D	NA	18.60	11	0	11.04	11.82	NA	7.57	NA	SC_VJ	SC_VJ	NA	6	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	172	a	D	NA	12.00	14	2	11.82	5.52	NA	9.45	NA	SC_VJ	SC_VJ	Flower_damage	1	0	taller	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	172	b	D	NA	11.80	12	1	NA	NA	NA	NA	NA	SC_VJ	SC_VJ	NA	0	0	shorter	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	173	a	D	NA	13.40	7	10	9.91	9.04	NA	9.94	NA	SC_VJ	SC_VJ	NA	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	173	b	D	NA	12.30	5	8	NA	NA	NA	NA	NA	SC_VJ	SC_VJ	NA	NA	NA	only_one_scored	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	174	NA	D	NA	20.60	9	5	9.51	10.84	NA	8.15	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	175	NA	D	NA	22.80	10	2	9.73	8.82	NA	4.39	NA	SC_VJ	SC_VJ	Flower_damage	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	176	NA	D	NA	17.60	6	11	9.74	11.02	NA	9.45	NA	SC_VJ	SC_VJ	NA	6	5	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	177	NA	D	NA	16.00	7	7	12.43	10.77	NA	10.31	NA	SC_VJ	SC_VJ	NA	1	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	178	NA	D	NA	20.00	14	1	10.35	10.59	NA	9.28	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	179	NA	D	NA	18.50	11	6	9.94	9.03	NA	8.96	NA	SC_VJ	SC_VJ	NA	4	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	180	NA	D	NA	18.00	5	7	10.02	9.92	NA	8.77	NA	SC_VJ	SC_VJ	NA	9	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	181	NA	D	NA	18.10	4	10	10.79	11.8	NA	9.68	NA	SC_VJ	SC_VJ	NA	1	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	182	NA	D	NA	16.50	20	4	9.77	9.73	NA	8.29	NA	SC_VJ	SC_VJ	NA	2	7	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	183	NA	D	NA	12.10	6	13	10.09	9.82	NA	9.21	NA	SC_VJ	SC_VJ	NA	0	0	eaten	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	184	NA	D	NA	23.40	4	12	10.72	9.56	NA	8.88	NA	SC_VJ	SC_VJ	NA	2	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	185	NA	D	NA	14.80	11	5	11.6	9.33	NA	7.75	NA	SC_VJ	SC_VJ	NA	3	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	186	NA	D	NA	15.80	12	3	10.88	11.00	NA	9.05	NA	SC_VJ	SC_VJ	NA	5	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	187	NA	D	NA	15.60	4	3	10.25	10.84	NA	8.72	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	188	NA	D	NA	17.30	16	1	8.65	9.44	NA	8.21	NA	SC_VJ	SC_VJ	NA	2	7	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	189	NA	D	NA	10.00	6	10	9.61	8.16	NA	10.12	NA	SC_VJ	SC_VJ	NA	2	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	190	NA	D	NA	10.60	9	3	9.58	10.57	NA	10.29	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	191	NA	D	NA	14.40	11	0	9.41	10.09	NA	9.82	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	192	NA	D	NA	17.00	9	3	10.23	9.12	NA	8.45	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	193	NA	D	NA	12.20	9	9	11.24	9.62	NA	8.01	NA	SC_VJ	SC_VJ	NA	6	3	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	194	NA	D	NA	16.00	16	5	10.82	9.13	NA	8.77	NA	SC_VJ	SC_VJ	NA	0	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	195	NA	D	NA	10.30	11	6	8.06	9.53	NA	8.8	NA	SC_VJ	SC_VJ	NA	5	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	196	NA	D	NA	10.60	4	13	9.26	9.47	NA	9.00	NA	SC_VJ	SC_VJ	NA	5	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	197	NA	D	NA	17.30	8	9	10.53	9.5	NA	10.79	NA	SC_VJ	SC_VJ	NA	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	198	NA	D	NA	13.90	9	6	10.96	11.51	NA	9.07	NA	SC_VJ	SC_VJ	NA	0	9	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	199	NA	D	NA	14.60	10	6	12.27	9.52	NA	7.89	NA	SC_VJ	SC_VJ	NA	0	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	200	NA	D	NA	11.20	5	6	10.9	10.16	NA	10.57	NA	SC_VJ	SC_VJ	NA	1	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	201	NA	D	NA	12.70	5	9	9.58	7.31	NA	6.89	NA	SC_VJ	SC_VJ	NA	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	202	NA	D	NA	13.70	7	6	10.43	8.00	NA	6.68	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	203	NA	D	NA	15.80	6	15	10.08	9.88	NA	8.05	NA	SC_VJ	SC_VJ	NA	5	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	204	NA	D	NA	11.50	6	15	8.91	5.8	NA	8.45	NA	SC_VJ	SC_VJ	Flower_damage	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	205	NA	D	NA	11.40	5	11	11.71	8.93	NA	8.8	NA	SC_VJ	SC_VJ	NA	2	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	206	NA	D	NA	16.60	5	6	13.63	8.87	NA	8.84	NA	SC_VJ	SC_VJ	NA	1	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	207	NA	D	NA	14.00	6	3	10.06	9.06	NA	7.71	NA	SC_VJ	SC_VJ	NA	0	4	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	208	NA	D	NA	12.90	4	12	8.28	7.88	NA	10.72	NA	SC_VJ	SC_VJ	NA	3	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	209	NA	D	NA	18.80	11	3	11.64	7.45	NA	7.17	NA	SC_VJ	SC_VJ	NA	1	3	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	210	NA	D	NA	19.00	8	12	11.3	12.12	NA	11.53	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	211	NA	D	NA	24.00	27	2	10.94	10.86	NA	9.72	NA	SC_VJ	SC_VJ	NA	4	6	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	212	NA	D	NA	15.00	11	6	10.74	8.47	NA	8.56	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	213	NA	D	NA	12.50	7	13	10.72	10.35	NA	9.67	NA	SC_VJ	SC_VJ	NA	0	3	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	214	NA	D	NA	22.00	10	10	10.52	8.37	NA	9.02	NA	SC_VJ	SC_VJ	NA	3	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	215	NA	D	NA	19.60	15	5	10.2	11.98	NA	7.94	NA	SC_VJ	SC_VJ	NA	3	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	216	NA	D	NA	11.00	5	7	8.74	8.3	NA	4.91	NA	SC_VJ	SC_VJ	Flower_damage	0	3	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	217	NA	D	NA	15.70	22	0	10.86	8.73	NA	7.77	NA	SC_VJ	SC_VJ	NA	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	218	NA	D	NA	16.10	10	4	7.82	9.03	NA	8.75	NA	SC_VJ	SC_VJ	NA	2	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	219	NA	D	NA	14.90	12	3	11.99	9.49	NA	7.48	NA	SC_VJ	SC_VJ	NA	5	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	220	NA	D	NA	11.00	7	6	11.18	10.38	NA	8.78	NA	SC_VJ	SC_VJ	NA	1	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	221	NA	D	NA	12.00	11	4	9.32	9.08	NA	5.81	NA	SC_VJ	SC_VJ	Flower_damage	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	222	a	D	NA	15.50	7	8	8.35	9.2	NA	8.38	NA	SC_VJ	SC_VJ	NA	5	4	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	222	b	D	NA	12.70	4	9	NA	NA	NA	NA	NA	SC_VJ	SC_VJ	NA	NA	NA	only_one_scored	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	223	NA	D	NA	17.10	15	2	11.4	10.71	NA	10.12	NA	SC_VJ	SC_VJ	NA	6	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	224	NA	D	NA	18.60	12	3	9.76	9.08	NA	9.12	NA	SC_VJ	SC_VJ	NA	3	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	225	NA	D	NA	11.60	11	8	11.58	9.42	NA	8.44	NA	SC_VJ	SC_VJ	NA	1	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	226	NA	D	NA	18.90	16	2	11.54	11.82	NA	11.05	NA	SC_VJ	SC_VJ	NA	4	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	227	NA	D	NA	12.40	10	5	10.22	9.94	NA	9.21	NA	SC_VJ	SC_VJ	NA	5	3	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	228	NA	D	NA	15.90	14	0	8.85	11.04	NA	11.00	NA	SC_VJ	SC_VJ	NA	0	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	229	NA	D	NA	28.00	21	10	8.04	9.41	NA	8.88	NA	SC_VJ	SC_VJ	NA	NA	NA	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	230	NA	D	NA	19.6	19	0	11.61	10.21	NA	10.64	NA	SC_VJ	SC_VJ	NA	3	2	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	231	a	D	NA	22.8	29	15	9.69	9.28	NA	8.33	NA	SC_VJ	SC_VJ	NA	1	5	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	231	b	D	NA	22.00	2	5	NA	NA	NA	NA	NA	SC_VJ	SC_VJ	NA	4	1	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	232	NA	D	NA	18.6	17	5	10.14	9.9	NA	9.67	NA	SC_VJ	SC_VJ	NA	NA	NA	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	233	NA	D	NA	21.6	5	19	10.54	10.2	NA	10.73	NA	SC_VJ	SC_VJ	NA	NA	NA	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	234	NA	D	NA	16.8	10	0	11.83	10.01	NA	7.29	NA	SC_VJ	SC_VJ	NA	0	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	235	NA	D	NA	19.4	13	18	11.39	10.52	NA	9.71	NA	SC_VJ	SC_VJ	NA	6	4	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	236	NA	D	NA	13.00	5	8	10.6	9.92	NA	10.65	NA	SC_VJ	SC_VJ	NA	NA	NA	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	237	NA	D	NA	14.00	10	6	10.25	10.9	NA	9.35	NA	SC_VJ	SC_VJ	NA	1	10	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	238	NA	D	NA	16.2	16	0	11.32	10.92	NA	9.34	NA	SC_VJ	SC_VJ	NA	4	0	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	239	NA	D	NA	16.8	12	3	9.49	9.45	NA	8.03	NA	SC_VJ	SC_VJ	NA	NA	NA	NA	NA	NA						
Oerup	Dactylorhiza_majalis	2021	20.5.2021	240	NA	D	NA	19.4	22	19	9.55	10.44	NA	9.67	NA	SC_VJ	SC_VJ	NA	3	6	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	118	NA	AA	late	29.5	22	0	12.32	NA	NA	7.56	2.09	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	121	NA	AA	late	46	31	0	11.85	NA	NA	8.37	3.1	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	123	NA	AB	late	18.5	14	0	11.78	NA	NA	7.98	1.93	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	132	NA	AB	late	39	24	0	9.85	NA	NA	10.5	1.29	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	133	NA	AB	late	31	24	0	10.69	NA	NA	10.75	1.45	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	134	NA	AB	late	24	30	0	12.38	NA	NA	10.44	2.09	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	135	NA	AB	late	27	18	0	9.89	NA	NA	8.73	1.89	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	139	NA	AB	late	17	10	0	10.03	NA	NA	10.87	2.13	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	143	NA	AB	late	15.5	10	0	12.34	NA	NA	9.82	1.6	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	146	NA	AB	late	29.5	26	0	14.99	NA	NA	8.22	1.89	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	147	NA	AB	late	22	10	0	11.68	NA	NA	9.31	2.11	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	158	NA	AB	late	33	15	0	9.66	NA	NA	10.09	1.62	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	165	NA	AB	late	31	27	0	13	NA	NA	8.77	2.03	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	171	NA	AB	late	39	18	0	7.38	NA	NA	2.68	2.14	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	173	NA	AB	late	38.5	23	0	10.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	175	NA	AB	late	29.5	21	0	11.79	NA	NA	9.15	0.35	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	177	NA	AB	late	41.5	24	0	14.57	NA	NA	7.69	1.9	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	186	NA	AB	late	39.5	33	0	10.34	NA	NA	10.2	1.53	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis_X_maculata	2020	NA	212	NA	AB	late	30	15	0	10.17	NA	NA	7.05	1.14	NA	NA	NA	NA	NA	NA	NA	NA						
