site	species	year	date	individual	subindividual	patch	period	height_cm	flowers_open	flowers_bud	corolla_height_mm	lip_width_mm	flower_size_mm	spur_length_mm	spur_width_mm	recorder	writer	notes	fruit_number	fruits_small	fruit_notes	Flower_damage	Spur_damage						
Knivsaasen	Dactylorhiza_majalis	2020	NA	181	NA	AB	late	32.5	NA	NA	10.88	NA	NA	10.37	1.23	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	182	NA	AB	late	30	NA	NA	11.36	NA	NA	7.96	1.39	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	200	NA	AB	late	24.5	NA	NA	10.43	NA	NA	9.16	1.73	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	205	NA	AB	late	24	NA	NA	8.4	NA	NA	10.7	1.8	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	209	NA	AB	late	21	NA	NA	11.9	NA	NA	8.07	1.49	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	279	NA	AC	late	33.5	NA	NA	9.9	NA	NA	7.78	0.99	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	303	NA	AD	late	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	304	NA	AD	late	22.5	NA	NA	9.06	NA	NA	7.64	1.71	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	305	NA	AD	late	21	NA	NA	9.68	NA	NA	9.38	2.39	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	318	NA	AD	late	15.5	NA	NA	7.7	NA	NA	8.61	1.03	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	320	NA	AD	late	30.5	NA	NA	9.58	NA	NA	7.79	1.01	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	322	NA	AD	late	30.5	NA	NA	9.55	NA	NA	6.35	0.74	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	330	NA	AD	late	28	NA	NA	8.95	NA	NA	8.81	0.99	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	Dactylorhiza_majalis	2020	NA	331	NA	AD	late	44	NA	NA	12.11	NA	NA	10.61	2.61	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	176	NA	AB	late	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	183	NA	AB	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	184	NA	AB	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	207	NA	AB	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	211	NA	AB	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	227	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	228	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	238	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	253	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	254	NA	AC	late	30	NA	NA	9.15	NA	NA	6.98	0.87	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	258	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	259	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	260	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	261	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	265	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	266	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	267	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	268	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	269	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	273	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	274	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	275	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	297	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	298	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	299	NA	AC	late	23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	300	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	309	NA	AD	late	37	NA	NA	11.18	NA	NA	8.77	1.62	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	335	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	342	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	343	NA	AC	late	14.5	NA	NA	5.84	NA	NA	4.85	0.36	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	344	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	349	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	351	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	354	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	357	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	361	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	365	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	366	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	369	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	370	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	376	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	377	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	378	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	381	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	384	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	392	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	393	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	394	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
Knivsaasen	NA	2020	NA	399	NA	AC	late	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA						
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
